X;CountryCode;RegionCode
Aruba;ABW;SAM
Afghanistan;AFG;SAS
Angola;AGO;SSA
Anguilla;AIA;SAM
Aland Islands;ALA;EUR
Albania;ALB;EUR
Andorra;AND;EUR
United Arab Emirates;ARE;MEA
Argentina;ARG;SAM
Armenia;ARM;RCA
American Samoa;ASM;JKO
Antarctica;ATA;SAM
French Southern Territories;ATF;JKO
Antigua and Barbuda;ATG;SAM
Australia;AUS;JKO
Austria;AUT;EUR
Azerbaijan;AZE;RCA
Burundi;BDI;SSA
Belgium;BEL;EUR
Benin;BEN;SSA
Bonaire, Sint Eustatius and Saba;BES;SAM
Burkina Faso;BFA;SSA
Bangladesh;BGD;SAS
Bulgaria;BGR;EUR
Bahrain;BHR;MEA
Bahamas;BHS;SAM
Bosnia and Herzegovina;BIH;EUR
Saint Barthelemy;BLM;SAM
Belarus;BLR;RCA
Belize;BLZ;SAM
Bermuda;BMU;SAM
Bolivia, Plurinational State of;BOL;SAM
Brazil;BRA;SAM
Barbados;BRB;SAM
Brunei Darussalam;BRN;SEA
Bhutan;BTN;SAS
Bouvet Island;BVT;SAM
Botswana;BWA;SSA
Central African Republic;CAF;SSA
Canada;CAN;NAM
Cocos (Keeling) Islands;CCK;JKO
China;CHN;CHA
Switzerland;CHE;EUR
Chile;CHL;SAM
Cote d Ivoire;CIV;SSA
Cameroon;CMR;SSA
Congo, the Democratic Republic of the;COD;SSA
Congo;COG;SSA
Cook Islands;COK;JKO
Colombia;COL;SAM
Comoros;COM;SSA
Cape Verde;CPV;SSA
Costa Rica;CRI;SAM
Cuba;CUB;SAM
Curacao;CUW;SAM
Christmas Island;CXR;JKO
Cayman Islands;CYM;SAM
Cyprus;CYP;EUR
Czech Republic;CZE;EUR
Germany;DEU;EUR
Djibouti;DJI;SSA
Dominica;DMA;SAM
Denmark;DNK;EUR
Dominican Republic;DOM;SAM
Algeria;DZA;MEA
Ecuador;ECU;SAM
Egypt;EGY;MEA
Eritrea;ERI;SSA
Western Sahara;ESH;MEA
Spain;ESP;EUR
Estonia;EST;EUR
Ethiopia;ETH;SSA
Finland;FIN;EUR
Fiji;FJI;JKO
Falkland Islands (Malvinas);FLK;SAM
France;FRA;EUR
Faroe Islands;FRO;EUR
Micronesia, Federated States of;FSM;JKO
Gabon;GAB;SSA
United Kingdom;GBR;EUR
Georgia;GEO;RCA
Guernsey;GGY;EUR
Ghana;GHA;SSA
Gibraltar;GIB;EUR
Guinea;GIN;SSA
Guadeloupe;GLP;SAM
Gambia;GMB;SSA
Guinea-Bissau;GNB;SSA
Equatorial Guinea;GNQ;SSA
Greece;GRC;EUR
Grenada;GRD;SAM
Greenland;GRL;EUR
Guatemala;GTM;SAM
French Guiana;GUF;SAM
Guam;GUM;JKO
Guyana;GUY;SAM
Hong Kong;HKG;CHA
Heard Island and McDonald Islands;HMD;JKO
Honduras;HND;SAM
Croatia;HRV;EUR
Haiti;HTI;SAM
Hungary;HUN;EUR
