cell;cluster;region;country;global
19152;RUS.19152;REF.151;REF;RUS;GLO
19153;RUS.19153;REF.151;REF;RUS;GLO
19154;RUS.19154;REF.142;REF;RUS;GLO
19155;RUS.19155;REF.142;REF;RUS;GLO
19156;RUS.19156;REF.142;REF;RUS;GLO
19157;RUS.19157;REF.142;REF;RUS;GLO
19158;RUS.19158;REF.142;REF;RUS;GLO
19159;RUS.19159;REF.142;REF;RUS;GLO
19160;RUS.19160;REF.142;REF;RUS;GLO
19161;RUS.19161;REF.142;REF;RUS;GLO
19162;RUS.19162;REF.143;REF;RUS;GLO
19163;RUS.19163;REF.143;REF;RUS;GLO
19164;RUS.19164;REF.143;REF;RUS;GLO
19165;RUS.19165;REF.143;REF;RUS;GLO
19166;RUS.19166;REF.143;REF;RUS;GLO
19167;RUS.19167;REF.143;REF;RUS;GLO
19168;RUS.19168;REF.143;REF;RUS;GLO
19169;RUS.19169;REF.143;REF;RUS;GLO
19170;RUS.19170;REF.148;REF;RUS;GLO
19171;RUS.19171;REF.148;REF;RUS;GLO
19172;RUS.19172;REF.148;REF;RUS;GLO
19173;RUS.19173;REF.148;REF;RUS;GLO
19174;RUS.19174;REF.148;REF;RUS;GLO
19175;RUS.19175;REF.148;REF;RUS;GLO
19176;RUS.19176;REF.148;REF;RUS;GLO
19177;RUS.19177;REF.148;REF;RUS;GLO
19178;RUS.19178;REF.148;REF;RUS;GLO
19179;RUS.19179;REF.148;REF;RUS;GLO
19180;RUS.19180;REF.146;REF;RUS;GLO
19181;RUS.19181;REF.148;REF;RUS;GLO
19182;RUS.19182;REF.148;REF;RUS;GLO
19183;RUS.19183;REF.148;REF;RUS;GLO
19184;RUS.19184;REF.148;REF;RUS;GLO
19185;RUS.19185;REF.146;REF;RUS;GLO
19186;RUS.19186;REF.144;REF;RUS;GLO
19187;RUS.19187;REF.144;REF;RUS;GLO
19188;RUS.19188;REF.144;REF;RUS;GLO
19189;RUS.19189;REF.145;REF;RUS;GLO
19190;RUS.19190;REF.144;REF;RUS;GLO
19191;TKM.19191;REF.151;REF;TKM;GLO
19192;TKM.19192;REF.151;REF;TKM;GLO
19193;TKM.19193;REF.147;REF;TKM;GLO
19194;TKM.19194;REF.147;REF;TKM;GLO
19195;TKM.19195;REF.147;REF;TKM;GLO
19196;TKM.19196;REF.147;REF;TKM;GLO
19197;TKM.19197;REF.147;REF;TKM;GLO
19198;TKM.19198;REF.147;REF;TKM;GLO
19199;TKM.19199;REF.147;REF;TKM;GLO
19200;TKM.19200;REF.147;REF;TKM;GLO
19201;KAZ.19201;REF.147;REF;KAZ;GLO
19202;KAZ.19202;REF.147;REF;KAZ;GLO
19203;KAZ.19203;REF.147;REF;KAZ;GLO
19204;KAZ.19204;REF.147;REF;KAZ;GLO
19205;KAZ.19205;REF.147;REF;KAZ;GLO
19206;KAZ.19206;REF.147;REF;KAZ;GLO
19207;KAZ.19207;REF.147;REF;KAZ;GLO
19208;KAZ.19208;REF.147;REF;KAZ;GLO
19209;KAZ.19209;REF.147;REF;KAZ;GLO
19210;KAZ.19210;REF.147;REF;KAZ;GLO
19211;KAZ.19211;REF.147;REF;KAZ;GLO
19212;KAZ.19212;REF.147;REF;KAZ;GLO
19213;KAZ.19213;REF.151;REF;KAZ;GLO
19214;KAZ.19214;REF.151;REF;KAZ;GLO
19215;KAZ.19215;REF.151;REF;KAZ;GLO
19216;KAZ.19216;REF.151;REF;KAZ;GLO
19217;KAZ.19217;REF.151;REF;KAZ;GLO
19218;RUS.19218;REF.151;REF;RUS;GLO
19219;RUS.19219;REF.151;REF;RUS;GLO
19220;RUS.19220;REF.151;REF;RUS;GLO
19221;RUS.19221;REF.151;REF;RUS;GLO
19222;RUS.19222;REF.142;REF;RUS;GLO
19223;RUS.19223;REF.142;REF;RUS;GLO
19224;RUS.19224;REF.142;REF;RUS;GLO
19225;RUS.19225;REF.142;REF;RUS;GLO
19226;RUS.19226;REF.142;REF;RUS;GLO
19227;RUS.19227;REF.142;REF;RUS;GLO
19228;RUS.19228;REF.142;REF;RUS;GLO
19229;RUS.19229;REF.142;REF;RUS;GLO
19230;RUS.19230;REF.143;REF;RUS;GLO
19231;RUS.19231;REF.143;REF;RUS;GLO
19232;RUS.19232;REF.143;REF;RUS;GLO
19233;RUS.19233;REF.143;REF;RUS;GLO
19234;RUS.19234;REF.143;REF;RUS;GLO
19235;RUS.19235;REF.143;REF;RUS;GLO
19236;RUS.19236;REF.143;REF;RUS;GLO
19237;RUS.19237;REF.143;REF;RUS;GLO
19238;RUS.19238;REF.143;REF;RUS;GLO
19239;RUS.19239;REF.148;REF;RUS;GLO
19240;RUS.19240;REF.148;REF;RUS;GLO
19241;RUS.19241;REF.148;REF;RUS;GLO
19242;RUS.19242;REF.148;REF;RUS;GLO
19243;RUS.19243;REF.148;REF;RUS;GLO
19244;RUS.19244;REF.148;REF;RUS;GLO
19245;RUS.19245;REF.148;REF;RUS;GLO
19246;RUS.19246;REF.148;REF;RUS;GLO
19247;RUS.19247;REF.148;REF;RUS;GLO
19248;RUS.19248;REF.146;REF;RUS;GLO
19249;RUS.19249;REF.146;REF;RUS;GLO
19250;RUS.19250;REF.148;REF;RUS;GLO
19251;RUS.19251;REF.148;REF;RUS;GLO
19252;RUS.19252;REF.146;REF;RUS;GLO
19253;RUS.19253;REF.144;REF;RUS;GLO
19254;RUS.19254;REF.144;REF;RUS;GLO
19255;RUS.19255;REF.144;REF;RUS;GLO
19256;RUS.19256;REF.145;REF;RUS;GLO
19257;RUS.19257;REF.145;REF;RUS;GLO
19258;RUS.19258;REF.145;REF;RUS;GLO
19259;RUS.19259;REF.144;REF;RUS;GLO
19260;TKM.19260;REF.151;REF;TKM;GLO
19261;TKM.19261;REF.148;REF;TKM;GLO
19262;TKM.19262;REF.147;REF;TKM;GLO
19263;TKM.19263;REF.147;REF;TKM;GLO
19264;TKM.19264;REF.147;REF;TKM;GLO
19265;TKM.19265;REF.149;REF;TKM;GLO
19266;TKM.19266;REF.147;REF;TKM;GLO
19267;TKM.19267;REF.147;REF;TKM;GLO
19268;TKM.19268;REF.147;REF;TKM;GLO
19269;KAZ.19269;REF.147;REF;KAZ;GLO
19270;KAZ.19270;REF.147;REF;KAZ;GLO
19271;KAZ.19271;REF.147;REF;KAZ;GLO
19272;KAZ.19272;REF.147;REF;KAZ;GLO
19273;KAZ.19273;REF.147;REF;KAZ;GLO
19274;KAZ.19274;REF.147;REF;KAZ;GLO
19275;KAZ.19275;REF.147;REF;KAZ;GLO
19276;KAZ.19276;REF.147;REF;KAZ;GLO
19277;KAZ.19277;REF.147;REF;KAZ;GLO
19278;KAZ.19278;REF.147;REF;KAZ;GLO
19279;KAZ.19279;REF.147;REF;KAZ;GLO
19280;KAZ.19280;REF.147;REF;KAZ;GLO
19281;KAZ.19281;REF.147;REF;KAZ;GLO
19282;KAZ.19282;REF.151;REF;KAZ;GLO
19283;KAZ.19283;REF.151;REF;KAZ;GLO
19284;KAZ.19284;REF.151;REF;KAZ;GLO
19285;KAZ.19285;REF.151;REF;KAZ;GLO
19286;KAZ.19286;REF.151;REF;KAZ;GLO
19287;RUS.19287;REF.151;REF;RUS;GLO
19288;RUS.19288;REF.151;REF;RUS;GLO
19289;RUS.19289;REF.151;REF;RUS;GLO
19290;RUS.19290;REF.151;REF;RUS;GLO
19291;RUS.19291;REF.142;REF;RUS;GLO
19292;RUS.19292;REF.142;REF;RUS;GLO
19293;RUS.19293;REF.142;REF;RUS;GLO
19294;RUS.19294;REF.142;REF;RUS;GLO
19295;RUS.19295;REF.142;REF;RUS;GLO
19296;RUS.19296;REF.142;REF;RUS;GLO
19297;RUS.19297;REF.142;REF;RUS;GLO
19298;RUS.19298;REF.142;REF;RUS;GLO
19299;RUS.19299;REF.142;REF;RUS;GLO
19300;RUS.19300;REF.143;REF;RUS;GLO
19301;RUS.19301;REF.143;REF;RUS;GLO
19302;RUS.19302;REF.143;REF;RUS;GLO
19303;RUS.19303;REF.143;REF;RUS;GLO
19304;RUS.19304;REF.143;REF;RUS;GLO
19305;RUS.19305;REF.143;REF;RUS;GLO
19306;RUS.19306;REF.143;REF;RUS;GLO
19307;RUS.19307;REF.148;REF;RUS;GLO
19308;RUS.19308;REF.148;REF;RUS;GLO
19309;RUS.19309;REF.148;REF;RUS;GLO
19310;RUS.19310;REF.148;REF;RUS;GLO
19311;RUS.19311;REF.148;REF;RUS;GLO
19312;RUS.19312;REF.148;REF;RUS;GLO
19313;RUS.19313;REF.148;REF;RUS;GLO
19314;RUS.19314;REF.148;REF;RUS;GLO
19315;RUS.19315;REF.148;REF;RUS;GLO
19316;RUS.19316;REF.148;REF;RUS;GLO
19317;RUS.19317;REF.148;REF;RUS;GLO
19318;RUS.19318;REF.148;REF;RUS;GLO
19319;RUS.19319;REF.148;REF;RUS;GLO
19320;RUS.19320;REF.148;REF;RUS;GLO
19321;RUS.19321;REF.146;REF;RUS;GLO
19322;RUS.19322;REF.144;REF;RUS;GLO
19323;RUS.19323;REF.144;REF;RUS;GLO
19324;RUS.19324;REF.144;REF;RUS;GLO
19325;RUS.19325;REF.145;REF;RUS;GLO
19326;RUS.19326;REF.145;REF;RUS;GLO
19327;RUS.19327;REF.145;REF;RUS;GLO
19328;RUS.19328;REF.145;REF;RUS;GLO
19329;TKM.19329;REF.147;REF;TKM;GLO
19330;TKM.19330;REF.147;REF;TKM;GLO
19331;TKM.19331;REF.147;REF;TKM;GLO
19332;TKM.19332;REF.147;REF;TKM;GLO
19333;TKM.19333;REF.147;REF;TKM;GLO
19334;TKM.19334;REF.147;REF;TKM;GLO
19335;TKM.19335;REF.147;REF;TKM;GLO
19336;KAZ.19336;REF.147;REF;KAZ;GLO
19337;KAZ.19337;REF.147;REF;KAZ;GLO
19338;KAZ.19338;REF.147;REF;KAZ;GLO
19339;KAZ.19339;REF.147;REF;KAZ;GLO
19340;KAZ.19340;REF.147;REF;KAZ;GLO
19341;KAZ.19341;REF.147;REF;KAZ;GLO
19342;KAZ.19342;REF.147;REF;KAZ;GLO
19343;KAZ.19343;REF.147;REF;KAZ;GLO
19344;KAZ.19344;REF.147;REF;KAZ;GLO
19345;KAZ.19345;REF.147;REF;KAZ;GLO
19346;KAZ.19346;REF.147;REF;KAZ;GLO
19347;KAZ.19347;REF.147;REF;KAZ;GLO
19348;KAZ.19348;REF.147;REF;KAZ;GLO
19349;KAZ.19349;REF.151;REF;KAZ;GLO
19350;KAZ.19350;REF.151;REF;KAZ;GLO
19351;KAZ.19351;REF.151;REF;KAZ;GLO
19352;KAZ.19352;REF.151;REF;KAZ;GLO
19353;KAZ.19353;REF.151;REF;KAZ;GLO
19354;KAZ.19354;REF.151;REF;KAZ;GLO
19355;RUS.19355;REF.151;REF;RUS;GLO
19356;RUS.19356;REF.151;REF;RUS;GLO
19357;RUS.19357;REF.151;REF;RUS;GLO
19358;RUS.19358;REF.142;REF;RUS;GLO
19359;RUS.19359;REF.142;REF;RUS;GLO
19360;RUS.19360;REF.142;REF;RUS;GLO
19361;RUS.19361;REF.142;REF;RUS;GLO
19362;RUS.19362;REF.142;REF;RUS;GLO
19363;RUS.19363;REF.142;REF;RUS;GLO
19364;RUS.19364;REF.142;REF;RUS;GLO
19365;RUS.19365;REF.142;REF;RUS;GLO
19366;RUS.19366;REF.142;REF;RUS;GLO
19367;RUS.19367;REF.143;REF;RUS;GLO
19368;RUS.19368;REF.143;REF;RUS;GLO
19369;RUS.19369;REF.143;REF;RUS;GLO
19370;RUS.19370;REF.143;REF;RUS;GLO
19371;RUS.19371;REF.143;REF;RUS;GLO
19372;RUS.19372;REF.143;REF;RUS;GLO
19373;RUS.19373;REF.143;REF;RUS;GLO
19374;RUS.19374;REF.143;REF;RUS;GLO
19375;RUS.19375;REF.148;REF;RUS;GLO
19376;RUS.19376;REF.148;REF;RUS;GLO
19377;RUS.19377;REF.148;REF;RUS;GLO
19378;RUS.19378;REF.148;REF;RUS;GLO
19379;RUS.19379;REF.148;REF;RUS;GLO
19380;RUS.19380;REF.148;REF;RUS;GLO
19381;RUS.19381;REF.148;REF;RUS;GLO
19382;RUS.19382;REF.148;REF;RUS;GLO
19383;RUS.19383;REF.148;REF;RUS;GLO
19384;RUS.19384;REF.148;REF;RUS;GLO
19385;RUS.19385;REF.148;REF;RUS;GLO
19386;RUS.19386;REF.148;REF;RUS;GLO
19387;RUS.19387;REF.148;REF;RUS;GLO
19388;RUS.19388;REF.148;REF;RUS;GLO
19389;RUS.19389;REF.146;REF;RUS;GLO
19390;RUS.19390;REF.144;REF;RUS;GLO
19391;RUS.19391;REF.144;REF;RUS;GLO
19392;RUS.19392;REF.144;REF;RUS;GLO
19393;RUS.19393;REF.145;REF;RUS;GLO
19394;RUS.19394;REF.145;REF;RUS;GLO
19395;RUS.19395;REF.145;REF;RUS;GLO
19396;RUS.19396;REF.145;REF;RUS;GLO
19397;TKM.19397;REF.147;REF;TKM;GLO
19398;TKM.19398;REF.147;REF;TKM;GLO
19399;TKM.19399;REF.147;REF;TKM;GLO
19400;TKM.19400;REF.149;REF;TKM;GLO
19401;TKM.19401;REF.147;REF;TKM;GLO
19402;TKM.19402;REF.147;REF;TKM;GLO
19403;TKM.19403;REF.147;REF;TKM;GLO
19404;KAZ.19404;REF.147;REF;KAZ;GLO
19405;KAZ.19405;REF.147;REF;KAZ;GLO
19406;KAZ.19406;REF.147;REF;KAZ;GLO
19407;KAZ.19407;REF.147;REF;KAZ;GLO
19408;KAZ.19408;REF.151;REF;KAZ;GLO
19409;KAZ.19409;REF.147;REF;KAZ;GLO
19410;KAZ.19410;REF.147;REF;KAZ;GLO
19411;KAZ.19411;REF.147;REF;KAZ;GLO
19412;KAZ.19412;REF.147;REF;KAZ;GLO
19413;KAZ.19413;REF.147;REF;KAZ;GLO
19414;KAZ.19414;REF.147;REF;KAZ;GLO
19415;KAZ.19415;REF.147;REF;KAZ;GLO
19416;KAZ.19416;REF.147;REF;KAZ;GLO
19417;KAZ.19417;REF.151;REF;KAZ;GLO
19418;KAZ.19418;REF.151;REF;KAZ;GLO
19419;KAZ.19419;REF.151;REF;KAZ;GLO
19420;KAZ.19420;REF.151;REF;KAZ;GLO
19421;KAZ.19421;REF.151;REF;KAZ;GLO
19422;RUS.19422;REF.151;REF;RUS;GLO
19423;RUS.19423;REF.151;REF;RUS;GLO
19424;RUS.19424;REF.151;REF;RUS;GLO
19425;RUS.19425;REF.151;REF;RUS;GLO
19426;RUS.19426;REF.151;REF;RUS;GLO
19427;RUS.19427;REF.142;REF;RUS;GLO
19428;RUS.19428;REF.142;REF;RUS;GLO
19429;RUS.19429;REF.142;REF;RUS;GLO
19430;RUS.19430;REF.142;REF;RUS;GLO
19431;RUS.19431;REF.142;REF;RUS;GLO
19432;RUS.19432;REF.142;REF;RUS;GLO
19433;RUS.19433;REF.142;REF;RUS;GLO
19434;RUS.19434;REF.142;REF;RUS;GLO
19435;RUS.19435;REF.143;REF;RUS;GLO
19436;RUS.19436;REF.143;REF;RUS;GLO
19437;RUS.19437;REF.143;REF;RUS;GLO
19438;RUS.19438;REF.143;REF;RUS;GLO
19439;RUS.19439;REF.143;REF;RUS;GLO
19440;RUS.19440;REF.143;REF;RUS;GLO
19441;RUS.19441;REF.143;REF;RUS;GLO
19442;RUS.19442;REF.143;REF;RUS;GLO
19443;RUS.19443;REF.148;REF;RUS;GLO
19444;RUS.19444;REF.148;REF;RUS;GLO
19445;RUS.19445;REF.148;REF;RUS;GLO
19446;RUS.19446;REF.148;REF;RUS;GLO
19447;RUS.19447;REF.148;REF;RUS;GLO
19448;RUS.19448;REF.148;REF;RUS;GLO
19449;RUS.19449;REF.148;REF;RUS;GLO
19450;RUS.19450;REF.148;REF;RUS;GLO
19451;RUS.19451;REF.148;REF;RUS;GLO
19452;RUS.19452;REF.148;REF;RUS;GLO
19453;RUS.19453;REF.148;REF;RUS;GLO
19454;RUS.19454;REF.148;REF;RUS;GLO
19455;RUS.19455;REF.148;REF;RUS;GLO
19456;RUS.19456;REF.148;REF;RUS;GLO
19457;RUS.19457;REF.146;REF;RUS;GLO
19458;RUS.19458;REF.144;REF;RUS;GLO
19459;RUS.19459;REF.144;REF;RUS;GLO
19460;RUS.19460;REF.144;REF;RUS;GLO
19461;RUS.19461;REF.145;REF;RUS;GLO
19462;RUS.19462;REF.145;REF;RUS;GLO
19463;TKM.19463;REF.151;REF;TKM;GLO
19464;TKM.19464;REF.147;REF;TKM;GLO
19465;TKM.19465;REF.147;REF;TKM;GLO
19466;TKM.19466;REF.149;REF;TKM;GLO
19467;TKM.19467;REF.147;REF;TKM;GLO
19468;TKM.19468;REF.149;REF;TKM;GLO
19469;TKM.19469;REF.147;REF;TKM;GLO
19470;UZB.19470;REF.147;REF;UZB;GLO
19471;UZB.19471;REF.147;REF;UZB;GLO
19472;UZB.19472;REF.147;REF;UZB;GLO
19473;UZB.19473;REF.147;REF;UZB;GLO
19474;UZB.19474;REF.147;REF;UZB;GLO
19475;UZB.19475;REF.147;REF;UZB;GLO
19476;UZB.19476;REF.147;REF;UZB;GLO
19477;KAZ.19477;REF.147;REF;KAZ;GLO
19478;KAZ.19478;REF.147;REF;KAZ;GLO
19479;KAZ.19479;REF.147;REF;KAZ;GLO
19480;KAZ.19480;REF.147;REF;KAZ;GLO
19481;KAZ.19481;REF.147;REF;KAZ;GLO
19482;KAZ.19482;REF.147;REF;KAZ;GLO
19483;KAZ.19483;REF.151;REF;KAZ;GLO
19484;KAZ.19484;REF.151;REF;KAZ;GLO
19485;KAZ.19485;REF.151;REF;KAZ;GLO
19486;KAZ.19486;REF.151;REF;KAZ;GLO
19487;KAZ.19487;REF.151;REF;KAZ;GLO
19488;KAZ.19488;REF.151;REF;KAZ;GLO
19489;RUS.19489;REF.151;REF;RUS;GLO
19490;RUS.19490;REF.151;REF;RUS;GLO
19491;RUS.19491;REF.151;REF;RUS;GLO
19492;RUS.19492;REF.142;REF;RUS;GLO
19493;RUS.19493;REF.142;REF;RUS;GLO
19494;RUS.19494;REF.142;REF;RUS;GLO
19495;RUS.19495;REF.142;REF;RUS;GLO
19496;RUS.19496;REF.142;REF;RUS;GLO
19497;RUS.19497;REF.142;REF;RUS;GLO
19498;RUS.19498;REF.142;REF;RUS;GLO
19499;RUS.19499;REF.142;REF;RUS;GLO
19500;RUS.19500;REF.143;REF;RUS;GLO
19501;RUS.19501;REF.143;REF;RUS;GLO
19502;RUS.19502;REF.143;REF;RUS;GLO
19503;RUS.19503;REF.143;REF;RUS;GLO
19504;RUS.19504;REF.143;REF;RUS;GLO
19505;RUS.19505;REF.143;REF;RUS;GLO
19506;RUS.19506;REF.143;REF;RUS;GLO
19507;RUS.19507;REF.143;REF;RUS;GLO
19508;RUS.19508;REF.143;REF;RUS;GLO
19509;RUS.19509;REF.148;REF;RUS;GLO
19510;RUS.19510;REF.148;REF;RUS;GLO
19511;RUS.19511;REF.148;REF;RUS;GLO
19512;RUS.19512;REF.148;REF;RUS;GLO
19513;RUS.19513;REF.148;REF;RUS;GLO
19514;RUS.19514;REF.148;REF;RUS;GLO
19515;RUS.19515;REF.148;REF;RUS;GLO
19516;RUS.19516;REF.148;REF;RUS;GLO
19517;RUS.19517;REF.148;REF;RUS;GLO
19518;RUS.19518;REF.148;REF;RUS;GLO
19519;RUS.19519;REF.148;REF;RUS;GLO
19520;RUS.19520;REF.148;REF;RUS;GLO
19521;RUS.19521;REF.148;REF;RUS;GLO
19522;RUS.19522;REF.148;REF;RUS;GLO
19523;RUS.19523;REF.146;REF;RUS;GLO
19524;RUS.19524;REF.144;REF;RUS;GLO
19525;RUS.19525;REF.144;REF;RUS;GLO
19526;RUS.19526;REF.144;REF;RUS;GLO
19527;RUS.19527;REF.145;REF;RUS;GLO
19528;RUS.19528;REF.145;REF;RUS;GLO
19529;RUS.19529;REF.145;REF;RUS;GLO
19530;TKM.19530;REF.147;REF;TKM;GLO
19531;TKM.19531;REF.147;REF;TKM;GLO
19532;TKM.19532;REF.149;REF;TKM;GLO
19533;TKM.19533;REF.149;REF;TKM;GLO
19534;TKM.19534;REF.149;REF;TKM;GLO
19535;TKM.19535;REF.147;REF;TKM;GLO
19536;UZB.19536;REF.147;REF;UZB;GLO
19537;UZB.19537;REF.147;REF;UZB;GLO
19538;UZB.19538;REF.147;REF;UZB;GLO
19539;UZB.19539;REF.147;REF;UZB;GLO
19540;UZB.19540;REF.147;REF;UZB;GLO
19541;UZB.19541;REF.147;REF;UZB;GLO
19542;UZB.19542;REF.147;REF;UZB;GLO
19543;KAZ.19543;REF.147;REF;KAZ;GLO
19544;KAZ.19544;REF.147;REF;KAZ;GLO
19545;KAZ.19545;REF.147;REF;KAZ;GLO
19546;KAZ.19546;REF.147;REF;KAZ;GLO
19547;KAZ.19547;REF.147;REF;KAZ;GLO
19548;KAZ.19548;REF.147;REF;KAZ;GLO
19549;KAZ.19549;REF.151;REF;KAZ;GLO
19550;KAZ.19550;REF.151;REF;KAZ;GLO
19551;KAZ.19551;REF.151;REF;KAZ;GLO
19552;KAZ.19552;REF.151;REF;KAZ;GLO
19553;KAZ.19553;REF.151;REF;KAZ;GLO
19554;KAZ.19554;REF.151;REF;KAZ;GLO
19555;RUS.19555;REF.151;REF;RUS;GLO
19556;RUS.19556;REF.151;REF;RUS;GLO
19557;RUS.19557;REF.142;REF;RUS;GLO
19558;RUS.19558;REF.142;REF;RUS;GLO
19559;RUS.19559;REF.142;REF;RUS;GLO
19560;RUS.19560;REF.142;REF;RUS;GLO
19561;RUS.19561;REF.142;REF;RUS;GLO
19562;RUS.19562;REF.142;REF;RUS;GLO
19563;RUS.19563;REF.142;REF;RUS;GLO
19564;RUS.19564;REF.142;REF;RUS;GLO
19565;RUS.19565;REF.142;REF;RUS;GLO
19566;RUS.19566;REF.143;REF;RUS;GLO
19567;RUS.19567;REF.143;REF;RUS;GLO
19568;RUS.19568;REF.143;REF;RUS;GLO
19569;RUS.19569;REF.143;REF;RUS;GLO
19570;RUS.19570;REF.143;REF;RUS;GLO
19571;RUS.19571;REF.143;REF;RUS;GLO
19572;RUS.19572;REF.143;REF;RUS;GLO
19573;RUS.19573;REF.143;REF;RUS;GLO
19574;RUS.19574;REF.148;REF;RUS;GLO
19575;RUS.19575;REF.148;REF;RUS;GLO
19576;RUS.19576;REF.148;REF;RUS;GLO
19577;RUS.19577;REF.148;REF;RUS;GLO
19578;RUS.19578;REF.148;REF;RUS;GLO
19579;RUS.19579;REF.148;REF;RUS;GLO
19580;RUS.19580;REF.148;REF;RUS;GLO
19581;RUS.19581;REF.148;REF;RUS;GLO
19582;RUS.19582;REF.148;REF;RUS;GLO
19583;RUS.19583;REF.148;REF;RUS;GLO
19584;RUS.19584;REF.148;REF;RUS;GLO
19585;RUS.19585;REF.148;REF;RUS;GLO
19586;RUS.19586;REF.148;REF;RUS;GLO
19587;RUS.19587;REF.148;REF;RUS;GLO
19588;RUS.19588;REF.146;REF;RUS;GLO
19589;RUS.19589;REF.146;REF;RUS;GLO
19590;RUS.19590;REF.144;REF;RUS;GLO
19591;RUS.19591;REF.144;REF;RUS;GLO
19592;RUS.19592;REF.144;REF;RUS;GLO
19593;RUS.19593;REF.145;REF;RUS;GLO
19594;RUS.19594;REF.145;REF;RUS;GLO
19595;RUS.19595;REF.145;REF;RUS;GLO
19596;TKM.19596;REF.147;REF;TKM;GLO
19597;TKM.19597;REF.149;REF;TKM;GLO
19598;TKM.19598;REF.149;REF;TKM;GLO
19599;TKM.19599;REF.149;REF;TKM;GLO
19600;TKM.19600;REF.147;REF;TKM;GLO
19601;TKM.19601;REF.147;REF;TKM;GLO
19602;TKM.19602;REF.147;REF;TKM;GLO
19603;UZB.19603;REF.147;REF;UZB;GLO
19604;UZB.19604;REF.147;REF;UZB;GLO
19605;UZB.19605;REF.151;REF;UZB;GLO
19606;UZB.19606;REF.147;REF;UZB;GLO
19607;UZB.19607;REF.147;REF;UZB;GLO
19608;UZB.19608;REF.147;REF;UZB;GLO
19609;UZB.19609;REF.147;REF;UZB;GLO
19610;KAZ.19610;REF.147;REF;KAZ;GLO
19611;KAZ.19611;REF.147;REF;KAZ;GLO
19612;KAZ.19612;REF.147;REF;KAZ;GLO
19613;KAZ.19613;REF.147;REF;KAZ;GLO
19614;KAZ.19614;REF.147;REF;KAZ;GLO
19615;KAZ.19615;REF.151;REF;KAZ;GLO
19616;KAZ.19616;REF.151;REF;KAZ;GLO
19617;KAZ.19617;REF.151;REF;KAZ;GLO
19618;KAZ.19618;REF.151;REF;KAZ;GLO
19619;KAZ.19619;REF.151;REF;KAZ;GLO
19620;KAZ.19620;REF.151;REF;KAZ;GLO
19621;RUS.19621;REF.151;REF;RUS;GLO
19622;RUS.19622;REF.151;REF;RUS;GLO
19623;RUS.19623;REF.142;REF;RUS;GLO
19624;RUS.19624;REF.142;REF;RUS;GLO
19625;RUS.19625;REF.143;REF;RUS;GLO
19626;RUS.19626;REF.143;REF;RUS;GLO
19627;RUS.19627;REF.143;REF;RUS;GLO
19628;RUS.19628;REF.142;REF;RUS;GLO
19629;RUS.19629;REF.143;REF;RUS;GLO
19630;RUS.19630;REF.143;REF;RUS;GLO
19631;RUS.19631;REF.143;REF;RUS;GLO
19632;RUS.19632;REF.143;REF;RUS;GLO
19633;RUS.19633;REF.143;REF;RUS;GLO
19634;RUS.19634;REF.143;REF;RUS;GLO
19635;RUS.19635;REF.143;REF;RUS;GLO
19636;RUS.19636;REF.143;REF;RUS;GLO
19637;RUS.19637;REF.143;REF;RUS;GLO
19638;RUS.19638;REF.143;REF;RUS;GLO
19639;RUS.19639;REF.143;REF;RUS;GLO
19640;RUS.19640;REF.148;REF;RUS;GLO
19641;RUS.19641;REF.148;REF;RUS;GLO
19642;RUS.19642;REF.148;REF;RUS;GLO
19643;RUS.19643;REF.148;REF;RUS;GLO
19644;RUS.19644;REF.148;REF;RUS;GLO
19645;RUS.19645;REF.146;REF;RUS;GLO
19646;RUS.19646;REF.148;REF;RUS;GLO
19647;RUS.19647;REF.148;REF;RUS;GLO
19648;RUS.19648;REF.148;REF;RUS;GLO
19649;RUS.19649;REF.148;REF;RUS;GLO
19650;RUS.19650;REF.148;REF;RUS;GLO
19651;RUS.19651;REF.148;REF;RUS;GLO
19652;RUS.19652;REF.146;REF;RUS;GLO
19653;RUS.19653;REF.148;REF;RUS;GLO
19654;RUS.19654;REF.146;REF;RUS;GLO
19655;RUS.19655;REF.146;REF;RUS;GLO
19656;RUS.19656;REF.144;REF;RUS;GLO
19657;RUS.19657;REF.145;REF;RUS;GLO
19658;RUS.19658;REF.145;REF;RUS;GLO
19659;TKM.19659;REF.151;REF;TKM;GLO
19660;TKM.19660;REF.147;REF;TKM;GLO
19661;TKM.19661;REF.149;REF;TKM;GLO
19662;TKM.19662;REF.149;REF;TKM;GLO
19663;TKM.19663;REF.147;REF;TKM;GLO
19664;TKM.19664;REF.149;REF;TKM;GLO
19665;TKM.19665;REF.149;REF;TKM;GLO
19666;TKM.19666;REF.147;REF;TKM;GLO
19667;UZB.19667;REF.147;REF;UZB;GLO
19668;UZB.19668;REF.151;REF;UZB;GLO
19669;UZB.19669;REF.147;REF;UZB;GLO
19670;UZB.19670;REF.147;REF;UZB;GLO
19671;UZB.19671;REF.147;REF;UZB;GLO
19672;UZB.19672;REF.147;REF;UZB;GLO
19673;UZB.19673;REF.147;REF;UZB;GLO
19674;KAZ.19674;REF.147;REF;KAZ;GLO
19675;KAZ.19675;REF.147;REF;KAZ;GLO
19676;KAZ.19676;REF.147;REF;KAZ;GLO
19677;KAZ.19677;REF.147;REF;KAZ;GLO
19678;KAZ.19678;REF.151;REF;KAZ;GLO
19679;KAZ.19679;REF.151;REF;KAZ;GLO
19680;KAZ.19680;REF.151;REF;KAZ;GLO
