X;CountryCode;RegionCode
Aland Islands;ALA;EUR
Austria;AUT;EUR
Belgium;BEL;EUR
Bulgaria;BGR;EUR
Cyprus;CYP;EUR
Czech Republic;CZE;EUR
Germany;DEU;EUR
Denmark;DNK;EUR
Spain;ESP;EUR
Estonia;EST;EUR
Finland;FIN;EUR
France;FRA;EUR
Faroe Islands;FRO;EUR
United Kingdom;GBR;EUR
Guernsey;GGY;EUR
Gibraltar;GIB;EUR
Greece;GRC;EUR
Croatia;HRV;EUR
Hungary;HUN;EUR
Isle of Man;IMN;EUR
Ireland;IRL;EUR
Italy;ITA;EUR
Jersey;JEY;EUR
Lithuania;LTU;EUR
Luxembourg;LUX;EUR
Latvia;LVA;EUR
Malta;MLT;EUR
Netherlands;NLD;EUR
Poland;POL;EUR
Portugal;PRT;EUR
Romania;ROU;EUR
Slovakia;SVK;EUR
Slovenia;SVN;EUR
Sweden;SWE;EUR
